Product_id,Selling_Price
SHIE2FH7YTVDHFGT,3017.8096467116206
CRTECN2QYRY2KWZF,4347.838575712309
TSHEDJXPN4HNT2UP,6004.610913872972
SHOECZH5WGBZHZES,2797.7419001336007
NKCEDCT9MSAYG6H5,5275.539327528095
SOCEGGVYBTZPKXVP,4757.176421015845
PBXECARAQBCDSAZW,3224.9241101479506
CAGDU85YDHP9ZJH7,2419.22347582343
TCVEHSMFEGNCAGYN,5074.7546084033565
RNGEDAPFZ2GKRUER,884.1081873502615
CAGDY9Q7HSNDHGFC,3933.642261480452
NKCECKHYZVHBQU9F,512.9469776876874
NKCDQSVCRH8W73GF,6651.323176285877
WATD9H76RKGUUZHY,10489.495389231357
NKCE5HYVDQVATMKF,1964.0873112506779
RNGE9GWMKVHGEYZG,4214.126746040134
SHOEAGUMMWFABHUT,3298.417341116753
SWDEGZMPYQGNEBHG,4977.198151818024
TOPEFDXSHZPHCUAU,9153.59964545213
CAGDU85Y85GDJGUD,1061.4502623901947
CAGE4BQXK3FSTRRS,3290.670374130221
CAGDZVGTV3SMMMBY,5303.106726596888
BEOEGXRVQPCKJHYC,3392.064714555646
NKCE9YFBBYBM88DR,3164.722116517111
DREECZGZVWGQM23M,3920.39907499325
PBXECYF3YHWYG4UN,378.6016035012229
WATEBG8FGBPUPKCV,5096.826955192838
SHIEEJG9RRDUH9XG,3331.1770263545213
CRTECN2QXAPEWXSF,2739.246064985715
BRAEE6YMSYPNCUX3,1315.566352518725
WATE9MVXJXHZHEJU,3332.1583987046597
RNGDREYRQQGZAPQM,5694.762778436922
CTPEGGFSNDQFAAVE,3353.0381658197657
NKCEF2RFAPHSHZZZ,3993.300688713722
TOPDYAZZG5NU7ZBZ,7149.218643083887
PBXE7QPWMSS5XGPZ,399.66953627419434
PCSECV3FHFAQ9T36,10473.97200330296
CRNEJB4NBT9BTM84,5184.352547569495
TSHEHU5RFJCTJKBV,6789.62041079697
DREECZJC3XBKGDZT,5484.643757574224
SUDEGGATGYXA9YBC,9316.375126740251
BRAE8WYHTVZMFFHS,5812.897120046051
SFFEGZBXTYFSYJQA,4301.772376202273
ACCEABVYXNHCT8UE,5411.034919263457
BWLE6SJE9PXGV6DD,976.5892107029312
NKCDYQ3RHYREHHYV,3837.4453548568044
NKCECDCRWDMZEH2Z,3078.3296138727883
SRTEH2F6HUZMQ6SJ,7226.919491797715
BRAE6KWFGZFXKPPB,3485.199469953746
HACEJQY5FQRZZUGM,8318.038778859647
CAGEYUXVF2FNARKD,3224.1922338685936
NKCE7M3QTHTCGVVF,4056.151216467893
TOPE8PBFNH9YNHFK,5057.727759643251
BRAEDQFRZS9QFYTQ,1330.6269853167607
HMBEJCMMQR2JHFVP,2091.7325394346785
ACCDRFVG52PHVRSK,7476.702824767818
NKCE7MBR4QRBASDQ,3215.390491666296
NKCDWBPZNZU5K2QZ,3413.4892603373173
BRAE8HMQATXFHFGZ,3439.134595167347
MUGEAGGKEGCPWWPN,3420.1595973927897
BKPEGXYWWJPETZZA,5272.886197095415
SGLEGBV6ZNUJNJS9,6031.378988976501
CAGEYUXVAKNKDUUV,6475.010792824728
NKCEDH9ANZGDAUWG,3125.239929466726
NKCE5EHJHS38BUWB,3478.788742216457
PBXE9YWGRFUQXHQH,10480.767826461595
SHIE3QDHP5RDGMZY,2555.206891070689
RNGE9HDVMPVBYPGJ,3303.5617770323806
SCHE4YSTCUUSJWCK,2071.351822604893
SNDEGGTV9XERMGHH,7332.588603804105
PBXE92XFUMB7QWY6,8550.815820476611
CRTECN2QYK2R2PUS,4110.128687235987
TOPEEEPVYHHF9HGW,3435.1180488473187
MUGE8F5RDEYMH4YH,3904.6265722946177
NKCE52CSJ2GUY64G,1238.9100222436887
SHOE2K68QHZ3DWZF,3844.3248233630798
DREE9YJHZZHWHAU7,3992.9393275721422
NKCEACYSHS4MGKGY,10479.326910638192
CAGECT64KH6CZVMR,10492.432033406243
WATD9H76RG5FQT5Y,10519.805606992615
NKCE5UY97ACC9QAZ,565.886468672709
LJGEG6UPBW8GKPRD,4440.720441518694
PBXEBFGFRM5797BZ,4444.474403406902
RNGEAY8GRWYMYSAK,5124.952594154621
SHOEF9G8WTWGAAFB,3537.5331991329535
PBXE5ZJZSAC73ZED,8711.371695410317
NKCEYYX9HJWJXAA8,3516.463701640581
CAGDTFSHTF6TRBFZ,4449.418899069949
PBXE6E6YDZDNVKQH,875.1463179456449
TROEGNQDQNGN99PJ,4376.962058561524
CRTECN2QXC68CTUM,6111.295746704125
CRTECN2QZNXTGGXG,5255.290926064534
VANE4VND2XHZRCNT,930.4990243886587
NKCE8SESMHF2VSRM,3739.254231151156
SHOEBYY4ZDWGQGEW,7893.205367882073
NKCEB7935AJSADGR,3810.6741435318354
SHIEBAXYS3FUTX8Z,6474.923500125292
NKCE2YCPKAPWDH8C,2838.104254835274
FABE92NVHZHSFHGT,3377.9537127997733
SHIE93YGTRAV6XTW,5255.082548815708
CSOEGTPR39XZHZJY,5018.739759457405
WATE5HFYHPFHRCHY,5040.118606741537
BRAEBHCHY6VVRNRQ,1816.8593869527908
NKCE5QPMUZRQFDAZ,1879.1764272759494
NKCE9ABEE5HDWZSM,5805.542440214741
SHOEJCZ28JFRY9RR,5851.451005917091
PSLEAVTQQXEXZYYZ,4844.702634470379
SHOE66V8UMNGZKYM,1004.079779170621
SHIE5HBGWKWJWFRA,3853.733595888525
TOPE4HXDZHPR9K2C,1765.2716961466886
BRAEBCTWGWYRWXHC,5383.128795463766
TOPE6ZCJBVZY3HBH,4971.287691963588
CRNEG7BKMFFYHQ8Z,4945.869640083659
SHOE7DJBEPYGQPHF,3781.3010724116684
ACCEHY86UG6B63AZ,4828.226559626224
BLBEJR23J2CTPFAU,6108.052938397476
ACCEEV5V5VD5DR9C,889.3170419319842
UMBEJZFHE285UEV2,5934.692543744284
SHOEBN3FFYG75P3D,3068.849295878511
NKCEFGFURYNWH2DR,3938.396029006587
ETHEJG7NW4M4AFCZ,6711.869999101749
SWSE9UH4KXCHZHRJ,3495.0264956625556
CRTECN2QZ7XUGBR6,4122.3588336178345
BRAEDNX2NHZX5PKN,9857.632163029728
BRAE73KFJGNSP2NP,2069.3589480875626
MAHEDFPZVKF79JVQ,4000.096371546596
NKCECRQY6MGHBPQ3,8878.074412187054
CRTECN2QYYWUXHRP,3217.595822269487
CPCEKY4TKBYFE7PH,5712.229916889143
TOPEA8HNSZB8VGUR,2315.192971394771
TOPECJZ4ZDXQZB4A,5328.486549232341
SHIE92XGJHG4HH5E,6201.344476041031
CRTECN2QVSZXUG7X,4885.656547986424
BRAEBBYRUSRHZD34,7614.793218075029
IFPEE76BG92E5SVS,5784.547127391425
CAGEBZ7UGCZZHVTE,270.8480239104853
CAGE3GFTPMNXPZAG,726.162206121753
SWTEDX3KRCTNHUGY,5806.034544698162
BBAEFKXVXVM8SYZW,7244.656618247968
PENEGZ6RHFWHX7JX,1439.717265187815
ETHEGFZFQT7ZCH3U,3102.9373241626017
TOPEE2FFAXQGSUZH,5384.078322036906
CRTECN2QWAGCHYGC,3865.5680734349794
SNDEJGWQSWNHXXA3,10573.692147685375
BHGEGTAVKNNCPUGG,10687.065331145815
BBAEGNUNHHZEYSPD,544.3463995754172
NKCEANMPZYMHYEA3,464.7367325746127
RNGE88Q9FH632SHU,1145.8755915852387
SNDE7PY9TG8P7YYR,823.161048754937
SNDEHZQ7YZAHAZYP,4812.418651544745
CRTECN2RDAKXQHYH,3525.9339110934234
SNDEAVZ4MSGYFBUD,1862.3548311172617
RTRDWBPC23ZAYMSE,9315.86324725713
PCSDYQEW5ZMFBVFQ,10520.094269243937
DREECZJBH8KGCZHT,8539.083331425345
CAGED654SQMMADH7,2022.273458835925
MFLEYGFH8PFBVRDG,5055.697290280194
SHIEBWNUURZ8BWDZ,4178.403613366107
BRAECTFYXKNAVFAN,5808.598154528158
BRAECBVGHCB2FN49,4857.931696943441
SHOEHX7CGSEMUENU,2514.291761894717
CRTEB774NHSDW3DV,2217.2729910222965
VLBEGZ7SZFZBUGBZ,5984.466393861384
BRAEGJFXGYFPGHYG,4813.444994950645
ACCEGKG4S4B7QGGT,1958.0718388282705
BBAECKHYXGE3VJXB,1669.409713025406
BBAEDVYSEN75YZZ7,6514.834501407523
RTRDYZCGGJFBU6XM,3347.271817942146
CAGEBTJBB5X8GCF8,849.0641311322047
HLUEJQ3UVGNXSPZG,7698.447665032273
NKCE8RB5WSWKJPFR,3746.920742931943
BRAEDFYYKNGBGPF3,6720.700287710814
SHIE2CAJP6XBWPU2,3854.615642141661
SHOE2GUJW6XNFG3W,614.1780618184134
TWCEJFXHGDSG5XZV,6463.691903267824
NKCE9Z2JYUYZ2JZ3,8428.624362107787
WATE54YZWYXR6Z7J,1855.510304709543
SWTEEYFFFRWGKZR5,5716.1390992360275
NKCE6NHRGQJHWFDK,5014.490311685194
NKCEYM3B6ZP3YSQQ,3678.5571806035878
PAEE8AHWJWMDAXZU,7906.815038992483
RTRDZK8XCUEKZDFZ,597.0573786434711
TOPEHZMHJHEMRDHY,3032.689016412366
NKCE9AZMPE3PJPEW,707.9352668686416
BRAEAR7WUYD3CZAT,2669.628021846642
BRAEG7AYZAQBS3EH,6151.310786273008
BRAEDQEEYYH4WRQK,4688.348263107665
BRAE4F8NCQJFTGEZ,5641.206896176806
MUGEACY87HUCUYCD,3565.932104457671
BOTEDSEN9ZSFUUAQ,721.6543736815659
WATE3GEYE8JQT7WM,5717.671406703955
TOPEB96CYHMPMDKH,2570.295694741244
NKCE5QGT7GFDSUZK,1934.8812249017922
VESEGZRVWZEYTVMG,7063.780633866205
SCHE4YSTHJSYEJHJ,2970.114129419367
KLSEGT5ZUGR9FQXE,6264.742554366983
NKCE79CGHYMSS7GH,3291.4486504953798
JEAE8CZGJ8PGGHRQ,854.9022217031342
SHOEC8QGWFF2VXAN,2882.581574901043
SHIE6G75RNDQSGUQ,2012.9615162532148
SHODZ5YHTEHZTR3V,4197.42525361071
ACCEKFVVZJMTYWPK,3704.6982109426694
DRPEHGFFGQTXK3E3,2947.4260545279117
CRGE4XJBHZGHJYGU,7009.4060481342385
NKCE9Q93F3HJYGZT,396.4987033602301
SNDEGJFV5J8CTGJV,8141.385790185169
SUDEHYGUMT6UGYAR,3367.3485081493
RNGE7M92HQECSUYG,6479.010112698179
TOPE7ZHYDE2MKNHF,3932.4821701808983
NKCEBHGBEABMWDKA,5333.904642667432
PACE7ZNHBP4FASAQ,3141.3492833414934
NKCE7A3XXTTBHHC6,3901.9561349392598
WCKE2TFYTHBHTP5B,5150.825270416597
BRAEDTPDZSCRZCYG,5608.0495259733825
SHOEBKEYSKS87GKG,3520.4945515439854
CAGDUGFYGG2KWWK7,9354.582001713141
SHODZDAE6FKCC8AH,559.6932810009906
SGLEGBV5STVHGKTD,5713.4419584176085
RTREBVK9HX8XJH2T,383.84291996468164
PCSEAKVBGC7CJQZT,10306.228252746047
MATEB88T7MVJGSG5,5623.804578290932
WATDJYPXKHPPNGQK,7579.723974042381
BRAE8QNFFGWGG5MY,1910.8124626666058
NKCDWBPZZSYWKHE9,2038.593034401687
USGEJPQHT8YPZ7D8,3135.695641660158
NKCEFKBYHXQ8VVF8,501.5551475479133
SHOE4JCEZDRSHC4S,3158.2771396316557
ACCE9E2RT56M3GSU,4526.655906967474
CRTECN2QXQGJ7JZD,3755.408967440698
TOPEBS26V3JRYSF3,680.3583893837531
NKCECZNMRRVZ9YWF,408.6296579320983
CAGE75QCGVXYV78T,3038.51208047657
WATDG9F74GYWEH4U,1807.1383185058155
BRAE3WVQPYSZ54FF,6759.95547157103
SWSEBHCP9JC4GQKT,4546.947886585293
MUGEBJ7XAFVH25VD,2126.5267874860624
LJGEATZRDCFAJGYZ,5764.298725927864
BRAEBXRB8GFZ6HM6,4468.41611206588
RNGEDAPFZWSSMHYW,1127.771513453885
DREEHFABXP5AUZA8,5251.65161992882
RTRDFFYGJ4GNRSHQ,9717.840156110939
CBREFYM9TSSUHJSQ,2674.846905047976
PBXE6EF4PSJX9WXH,4201.69080451141
CRTEHSS9UZJZYMZD,478.3605418595168
DRPEHYHG9YYHD2HH,4531.382906018649
CAGE9AGR4VWWTDY4,7336.866381190494
AVCEJCJQWBYMNPGU,2059.189730777449
BRAE7T3WADAJU4ZS,2057.5284527354374
TPYEGGUFSKXJFYY5,6872.085263121289
SUDEHYGU4GE9UCXJ,5624.189544844169
FABEB2TXH4MGQC2H,4986.25760636433
NKCE9G2BZAGKXPGY,4429.721411071428
TOPE8H5DJWGAY2CD,9509.615877383048
BBAEGGF3HF3ZPBVG,1689.2192495943275
ACCEC87TREZYJJPE,6548.382481120899
DRPEHYHMEZHDYRK5,3857.998602691428
NKCE5VAAPVP5DGMZ,579.5062935654437
NKCEBZN92EJ7PDFH,3289.6370411300168
ACCDXFPYT58AGGAF,6870.098342572096
MUGEGZUHX744RFEN,5694.619483097355
RNGE8Z3KSHGCMSCP,3107.901976556959
SHIEYZ3F3QWMYNEC,3166.3955679835576
SHOEJCZ2JNGJSPEJ,7761.3630792156755
CRTEB774RSGGQZ9U,3445.4255689934434
BRAE8AJZW5QBNWAZ,2143.937866110114
CRTECN2QZ8CWZEFZ,5366.45622244882
SHIE9FMZAH4U4H6Z,461.31237629805327
CAGE68FFYRMDRF3X,8879.357693818256
NKCE3GNVPGUYY8AZ,3311.2482401027505
PCSE4ZQ8TRUZDMEU,1235.6001825567853
PACEC89YGNYZCMC4,841.4605007298113
NKCE9YX24KHRDNHG,3029.8810504425014
FABE88MGUBPCQWR8,2485.4391142982804
ACCEH74HAGTY6W8P,856.5058005275412
NKCECGVARVRMARSS,6350.613806734243
CRTECN2QZXFVEPGG,3981.7788602170112
NKCEC8AZQUFGUXGH,2125.205140811009
SHOED6C5ZGCBKTP2,2757.1593586907056
RTRD7HN3BBE7G9YT,3502.7655838579662
ACCEA8JPDNTF7NZN,1653.3087789693973
NKCEBHGBAFBCXXYC,986.7148421653378
PCSEC86VGEWVKHWZ,10561.370894585325
SHOE3URGYEVZ55GD,2980.358944453175
NKCE9PFFQHU7GTU7,8847.291389440185
CRTECN2RCH9CG4SA,5979.073910265782
TSHEHU5RWUGEAJFE,5367.066449541255
PBXE92G5YEA7JAHZ,5065.656237423247
ACCE8XUCYRB9ATHZ,4219.830899979916
CRTECN2QWEDYMDNQ,771.1896347465597
PTPEYCF7GZU2T54E,2266.621875556462
SHOEC9FZ3BAF7ASF,4146.192529600033
CAGE7DSFQGVEGHC8,6116.358948554422
SHODUMFYWTPDYNX6,5268.790203883748
ACCE6P3BBZD72UJ6,803.8610090383352
NKCEFG3CHGEHMRTD,3156.187922997855
RNGEDAKBYYVCFWZP,7518.265169703856
TROEGZ65YHBQKG9T,5670.223147183721
BRAEDSKCXVNYXGA6,1530.9918543546605
NKCE9ZVGMHZVTF2D,4606.147508948573
WATDUKHHH4SQXDAK,5161.236811749502
CAGE745BJ67RZCRR,2574.6163362377524
PCSEAKVBNSFWGBGE,1245.7316311054992
TSHEHV9TPRUBUENE,4573.3933293683385
SHOEY8RMVZV3UY3A,3879.9726479255987
TOPEGWUTW6GWYSBE,2225.620895335728
ACCDQDYBYVQZNHCH,8903.186189087193
MUGEBFGF6MDQGHBG,3896.194408426558
CAGE6HHHUHFQSAPW,538.064711655971
RNGE7GVYAP66GRDD,4232.514161287975
PBXE5SUCYEBBSFXJ,9212.299305814111
BRAEBBMQZBZHCFAJ,4414.462148001111
BRAEAC839PBQV9KF,1093.2519185158246
BRAEAW9HT2EUZD3X,2133.7082617834285
SHIE2QTSMSXF9QAH,3664.0623766558947
RTRD6FYYWFHEYJYE,5260.591981282785
CAGEFPY9ZSFFNVAW,9730.334877419864
ACCEGKTSGJEEVTZ4,985.4716676340406
AIREDJCGZN2HKZHJ,3236.5322172478673
BRAEA5MZ8VZHNGGH,7568.372821016008
CRTECN2QX53WHTKZ,2818.9884347192947
JWSEBCY4HDWGJZBT,1407.6116094309975
BRAEB2ZTVYY3UKWA,1810.121388710346
WATDZMBRPYAYTP4G,7349.944058743216
TOPE7WAUFEYYDXKG,10375.811566213402
TSHE4DTF53HPYMU4,4156.936271430343
BLAEE3YXZGWWT8UD,6372.860897917569
RNGE7M925YCWZZRR,6687.400397367501
BKPEGXWHXG4GZWET,1059.1787204427405
RTRE8GJUFNETVUMZ,5226.492255645961
SWTECXPHFVTHWJF7,10312.710148700548
SHIECKYBNNY2BNZD,4091.024582160328
WATE7GP3JZMFEGZG,10323.779393375042
CAGE68FFHZRTSZS5,4295.247061073074
ACCEGYP2TMX2NUPH,5765.711747950767
NKCE9YFBBNJ82UVB,4142.438914991298
HMBDRUCNJSJQRRGC,6676.305692177618
CAGE3GFTQ3UHZ4TC,852.5879275008887
NKCDTAXF2EYZ7MP8,2915.4784239362752
LJGEYSUNTPQZG4ZG,930.6774038394292
TOPEGF4KEGGVMSXX,5219.936831770166
TSHECQKNFFER2ERM,3781.8795859761954
PBXE9YWGTS7NGYKT,2053.233113652764
WATDZ5HGXEYDHBWD,8198.389357500198
PRCDVFAFM2FPJBMZ,1659.892848299784
PTPE2F33QGYXMHGW,4025.9785721592643
KRTEJCZ4M7FD3NJS,2699.2589882354314
NKCEAPCYFBP4UJ3V,3153.669173224156
CAGEBTJBRFGAUQQB,5189.738110084263
MUGEAGGKZFYBUMP9,2510.117483094639
ACCEAZCVGGGWZGKU,795.1470034481939
CRTECN2QVV7UJQNH,4849.73219297866
NKCDXEGWS7VWXSEJ,2925.256727542875
NKCDY44FMPNQHFFN,1451.6320162537975
NKCE8JXS2AAKUGGD,3715.0114513932267
RNGE88FRWWZECGGM,6957.669656553597
BRAE7GU9K3E2PWGC,421.7802214247155
VASEHU9W3N9RDPGZ,7371.632220375107
PCSEC86VSX45XVZS,10272.874027788763
NKCE49ATF8BFHDVP,1570.237900896056
KTAEHETVCXXZRXGK,9208.051054619566
KTAEHE9HAED4VUQB,5637.915301251202
PACE472CMNPGQY2W,2668.4768259619186
NKCEAPCYFTHYVARD,551.4901272084057
SHODPH4GZWVXE5RB,971.0791603356158
BRAEB3KBY393GUHA,10120.7898701109
BRAEB2S8RZZRXMT3,2313.336116382244
PCSEAH5WWRYGEVGZ,7107.0797011619
NKCEAVZ3C9CRDB6Z,335.6462425489485
RTRDZTF9URF2UFPF,9114.117509460353
CAGE6HYJDNZJVADS,4652.137215688899
SWSEBHCPZGHMBKJY,3655.000375333192
ACCDQGVSDZ92ZWGW,2985.752156234257
NKCE4CSZUZWHUTFS,513.5793527582451
ACCEGKFHRFGN6XZB,877.4595845564046
BRAECGQ4GW73HJFV,962.803260751735
CRTECN2QXZ9ETCGB,3732.5504799894816
MUGE6A5HZUJ924WH,2504.8339173754102
BRAEE6YMK83RB9MZ,899.7623117110887
TMLED6G5MJQGNZHS,4651.924686894587
NKCEFGFUZURHNH6R,3045.168643281745
NKCE7ZPRQX9SBZXN,2469.848401598897
VANE3KUFUXF2CVHU,5247.986161584614
NKCED6EYN4ZPK9AA,7993.19781422749
RNGEDF5HDGKZGA3T,1246.9114423595577
ACCEAZCVVFPBJAGB,1126.5625270590306
PBXEDCSE8CHTATYY,4585.421038406593
TOPEFYB6HRPPCD8R,6810.207407210379
RTRDTSBQW94HJ8VT,329.796731838637
NKCEYGTGJ65HSJ9Y,2259.0067702103424
NKCEFFFPGEJSTBJP,526.8642175953003
NKCDYASFYGXZESTM,3258.9660376365277
NKCE6SR4H3EHXWNA,3759.125447829138
AUDCY8T7KPEG3ZZF,6058.704267238104
NKCDWBPZCHZEYT7S,3378.805804908535
NKCDYARBFFBQYKFH,3780.069029801718
TOPEBZYTWUYMJXSG,5194.922238156329
DRPEG3ZH7GJFFZDM,6194.243097008935
SNDE6KNAQN3GFRQG,7453.49605127645
WFCEHYZMGJQWVVZU,5550.701509274327
ACCEGZ6BRBTGQWZY,4036.275337568705
CRTECN2QXH4N9WZS,2615.2999281425646
PTPDZYCEDURXTYRF,2049.2958821727993
ARPEEMC95HMYAJNH,5398.855792404797
SFFEGKYYDWTZTEQC,4299.430129897782
PCSEC86VCFQYV6QG,6329.715749014598
BCHEHYMBZQ8ABUUY,1694.8285318759574
RNGE87FCQJ9GRKWZ,5000.281071739725
NKCE5ZHWX6Z8PBFH,2011.0939218179212
BRFEJYHNGYSX9T9D,3346.2265453383297
TOPE7ZHYQFFHPCBX,4872.595781736645
CAGED6YFBH8NZQM8,718.7627447285993
STREDF58JH3GQZF9,2612.063553247093
BRAEA5MZDQKHUQCT,3271.258742839393
MUGEBFGF6ZUHKH4C,719.9036562031175
CRTECYY4GFDJFKBD,5036.57809894048
WATDZRZGZAM7HDGV,6561.409253554459
CRTEHSSCVTZ3DB72,1089.2386959480184
NKCDXZGUZKNYVXG9,10452.853778706645
TOPEBN6MZNGGZEMY,8355.205495277845
MUGEACY8VQRMM4FX,2380.2746563727787
NKCE5UY9HQTQ8TBG,7612.434087543153
SCHE4ZYTVE8DY5PP,3385.4197704985418
RNGE9GWPJH9MMNWX,5781.755420080213
CAGE8FG3CYVFG2GM,2833.202553284136
SHIEHXZMQPC4GT6F,972.0303943874895
ACBEHDU9Z9DGZP9Z,5255.80807508022
BRAE6KWFPZWJ2FHH,2027.997297194353
TSHE8CAWEGE3CUPM,3569.385231997296
SHIE9J6PFGP9DZAH,4156.543790952497
CAGEYFZWNCKDDXXQ,1285.673880457618
JCKEEABZDWF9VU7N,7098.247585729378
SOPEJ7SCRS3SKFGP,4383.60185345613
WATE9MVXHMTCFZSP,739.7340513261026
CRTECN2QXMXFUYRD,1403.9552847732812
RNGE96Y49HCWGUGH,963.206551750937
BRAE9RDQYNWZBYJF,2090.9992568377493
RTRECFHX3TDFD9SP,8151.553414035384
BRAE59YTMB36ZVFG,8136.818383873088
ACCEGZ6B9MYUTYST,6060.560807182099
SHIEF8DUHZJP8MVC,756.2563761907131
LJGEG52SCZ5WZBKZ,4489.208516734803
SHTECN9HDECRYPF8,6861.733423940065
CSKEH3JPF4EJVBSF,6939.4155000846595
BRAEBBYRYT9WDJRQ,986.2860799600803
SFFEGGJYFJWAV4HV,3477.81006827946
CBKEHGUY3GEHDSFY,5609.565377750852
NKCE73V3DADAVHDU,4020.3927402565614
TOPEGF6QDCGCHHXY,966.109517231769
RNGE3YSWFWYYHNCA,5776.231852176273
NKCE8HSQJQBPRSGY,6255.044076218214
CAGDU9C3QVCBMQKQ,3493.4457580138005
BRAEDQDFMNC6MQZW,1137.247673476369
SHOECB92BGNGSZGZ,674.404607886884
DREEAVBXKQUUVJUT,4926.958636167021
WCKE2TFYZGPGDGGV,4080.857857584543
CAGE9AGRUGPHV5FM,6994.9927780728885
BRAEBB6TT8GKVG8A,2097.829805644848
CRTECN2QUCSMF4SX,2838.887022075175
BCHEHYUKDZZPZBH2,2374.8275672683717
BRAE8JUHJB794RZY,7311.007309236113
BRAE4DJMZCWYGDJU,5121.465551178522
GLSEJGVBRQMYV7NE,6971.728941697831
NKCE9Q93HRESPRBU,5842.075647280431
NKCECATQF8ZXGXJS,584.3807242994525
ETHEJG7NHGRFGHHK,10542.444442140542
NKCEASCZBAEB2Y63,2589.665052525052
ACCDSY8ERUYRYSUA,1382.8903422526948
BRAEDH76V3J4FBWQ,6415.273391736066
HACEGPF9FJFJQU2R,735.9022553068544
ACCEGBTPV5PPBHVD,5613.619349538799
PCSEAH5WCDGS8YCZ,2689.1305610449017
RTRDRUZCPNJ3MTAT,589.8063570119605
PBXE68H4WBX5AFCH,3232.3063616260906
RNGEHFDYHVSR3SMH,3017.2937593564743
DREEDR97ZHGNPWFR,5515.405405290175
NKCE9ZGXGSETFAZU,2876.277922054513
